idvente,idmagasin,idclient,datevente,satisfactionclient
v_26239,m_23,c_99,2024-09-07,5
v_26240,m_3,c_91,2024-09-07,5
v_26241,m_14,c_80,2024-09-07,3
v_26242,m_10,c_44,2024-09-07,2
v_26243,m_7,c_30,2024-09-07,1
v_26244,m_8,c_99,2024-09-07,1
v_26245,m_20,c_11,2024-09-07,2
v_26246,m_4,c_54,2024-09-07,1
v_26247,m_6,c_6,2024-09-07,4
v_26248,m_23,c_75,2024-09-07,2
v_26249,m_6,c_59,2024-09-08,1
v_26250,m_15,c_96,2024-09-08,2
v_26251,m_23,c_83,2024-09-08,1
v_26252,m_14,c_62,2024-09-09,1
v_26253,m_20,c_42,2024-09-09,3
v_26254,m_12,c_10,2024-09-09,4
v_26255,m_12,c_11,2024-09-09,4
v_26256,m_15,c_9,2024-09-09,2
v_26257,m_1,c_65,2024-09-09,3
v_26258,m_5,c_11,2024-09-09,2
v_26259,m_8,c_20,2024-09-09,2
v_26260,m_8,c_21,2024-09-09,5
v_26261,m_11,c_34,2024-09-09,5
v_26262,m_1,c_6,2024-09-09,5
v_26263,m_10,c_70,2024-09-10,2
v_26264,m_11,c_3,2024-09-10,4
v_26265,m_23,c_58,2024-09-10,5
v_26266,m_12,c_35,2024-09-10,3
v_26267,m_17,c_67,2024-09-10,0
v_26268,m_13,c_7,2024-09-10,5
v_26269,m_8,c_98,2024-09-10,2
v_26270,m_19,c_3,2024-09-10,3
v_26271,m_8,c_26,2024-09-11,4
v_26272,m_1,c_2,2024-09-11,5
v_26273,m_22,c_85,2024-09-11,2
v_26274,m_16,c_71,2024-09-11,3
v_26275,m_19,c_23,2024-09-11,4
v_26276,m_11,c_35,2024-09-11,3
v_26277,m_23,c_39,2024-09-12,2
v_26278,m_4,c_35,2024-09-12,5
v_26279,m_14,c_97,2024-09-12,5
v_26280,m_13,c_38,2024-09-12,2
v_26281,m_3,c_6,2024-09-12,3
v_26282,m_14,c_28,2024-09-12,2
v_26283,m_8,c_4,2024-09-12,5
v_26284,m_4,c_90,2024-09-12,1
v_26285,m_10,c_63,2024-09-12,2
v_26286,m_4,c_56,2024-09-12,5
v_26287,m_6,c_100,2024-09-12,1
v_26288,m_6,c_71,2024-09-12,3
v_26289,m_10,c_36,2024-09-12,4
v_26290,m_23,c_39,2024-09-12,4
v_26291,m_15,c_58,2024-09-12,5
v_26292,m_19,c_14,2024-09-12,5
v_26293,m_15,c_33,2024-09-12,1
v_26294,m_20,c_2,2024-09-12,0
v_26295,m_1,c_86,2024-09-12,0
v_26296,m_6,c_55,2024-09-12,5
v_26297,m_22,c_87,2024-09-13,3
v_26298,m_17,c_43,2024-09-13,5
v_26299,m_20,c_39,2024-09-13,3
v_26300,m_7,c_28,2024-09-13,3
v_26301,m_17,c_21,2024-09-14,5
v_26302,m_16,c_24,2024-09-14,1
v_26303,m_3,c_22,2024-09-14,2
v_26304,m_5,c_85,2024-09-14,2
v_26305,m_2,c_28,2024-09-14,4
v_26306,m_13,c_21,2024-09-14,0
v_26307,m_4,c_89,2024-09-14,0
v_26308,m_20,c_4,2024-09-14,5
v_26309,m_5,c_10,2024-09-14,4
v_26310,m_20,c_12,2024-09-14,2
v_26311,m_2,c_40,2024-09-14,4
v_26312,m_17,c_85,2024-09-14,2
v_26313,m_11,c_50,2024-09-14,4
v_26314,m_18,c_24,2024-09-14,4
v_26315,m_20,c_17,2024-09-14,1
v_26316,m_20,c_48,2024-09-14,5
v_26317,m_21,c_17,2024-09-15,0
v_26318,m_23,c_45,2024-09-15,0
v_26319,m_16,c_29,2024-09-15,5
v_26320,m_3,c_22,2024-09-15,1
v_26321,m_14,c_81,2024-09-15,4
v_26322,m_1,c_96,2024-09-15,0
v_26323,m_23,c_57,2024-09-15,3
v_26324,m_19,c_54,2024-09-16,4
v_26325,m_3,c_74,2024-09-16,5
v_26326,m_17,c_24,2024-09-16,1
v_26327,m_21,c_54,2024-09-16,4
v_26328,m_23,c_11,2024-09-16,4
v_26329,m_18,c_37,2024-09-16,4
v_26330,m_18,c_26,2024-09-17,5
v_26331,m_22,c_18,2024-09-17,5
v_26332,m_7,c_6,2024-09-17,4
v_26333,m_14,c_19,2024-09-17,3
v_26334,m_20,c_56,2024-09-17,0
v_26335,m_7,c_44,2024-09-17,2
v_26336,m_6,c_83,2024-09-17,3
v_26337,m_8,c_21,2024-09-17,3
v_26338,m_10,c_77,2024-09-17,1
v_26339,m_17,c_41,2024-09-17,5
v_26340,m_21,c_81,2024-09-18,1
v_26341,m_16,c_39,2024-09-18,4
v_26342,m_12,c_35,2024-09-18,1
v_26343,m_6,c_57,2024-09-18,3
v_26344,m_6,c_70,2024-09-18,5
v_26345,m_6,c_66,2024-09-18,0
v_26346,m_20,c_14,2024-09-18,5
v_26347,m_2,c_52,2024-09-18,3
v_26348,m_15,c_69,2024-09-18,3
v_26349,m_21,c_80,2024-09-18,3
v_26350,m_5,c_83,2024-09-18,1
v_26351,m_21,c_6,2024-09-18,5
v_26352,m_9,c_46,2024-09-18,2
v_26353,m_9,c_34,2024-09-18,3
v_26354,m_22,c_16,2024-09-18,4
v_26355,m_9,c_96,2024-09-18,2
v_26356,m_16,c_19,2024-09-18,4
v_26357,m_17,c_73,2024-09-18,3
v_26358,m_21,c_88,2024-09-18,3
v_26359,m_19,c_31,2024-09-19,4
v_26360,m_22,c_96,2024-09-19,3
v_26361,m_17,c_26,2024-09-19,1
v_26362,m_15,c_85,2024-09-19,3
v_26363,m_16,c_23,2024-09-19,4
v_26364,m_21,c_78,2024-09-19,5
v_26365,m_23,c_97,2024-09-19,2
v_26366,m_10,c_8,2024-09-19,1
v_26367,m_10,c_27,2024-09-19,1
v_26368,m_5,c_23,2024-09-19,5
v_26369,m_7,c_72,2024-09-19,3
v_26370,m_13,c_49,2024-09-19,4
v_26371,m_19,c_87,2024-09-19,5
v_26372,m_5,c_33,2024-09-19,4
v_26373,m_21,c_22,2024-09-19,1
v_26374,m_6,c_10,2024-09-19,3
v_26375,m_23,c_3,2024-09-19,1
v_26376,m_4,c_95,2024-09-19,0
v_26377,m_17,c_28,2024-09-19,2
v_26378,m_11,c_68,2024-09-19,4
v_26379,m_21,c_42,2024-09-19,2
v_26380,m_5,c_57,2024-09-19,0
v_26381,m_16,c_70,2024-09-19,0
v_26382,m_6,c_30,2024-09-19,5
v_26383,m_12,c_48,2024-09-19,4
v_26384,m_4,c_24,2024-09-19,5
v_26385,m_17,c_97,2024-09-19,4
v_26386,m_21,c_7,2024-09-20,0
v_26387,m_7,c_10,2024-09-20,0
v_26388,m_17,c_27,2024-09-20,2
v_26389,m_6,c_63,2024-09-20,5
v_26390,m_17,c_57,2024-09-20,4
v_26391,m_19,c_46,2024-09-20,3
v_26392,m_6,c_52,2024-09-20,2
v_26393,m_14,c_45,2024-09-20,2
v_26394,m_16,c_48,2024-09-20,3
v_26395,m_8,c_75,2024-09-20,5
v_26396,m_17,c_21,2024-09-20,0
v_26397,m_9,c_83,2024-09-20,5
v_26398,m_11,c_37,2024-09-21,4
v_26399,m_1,c_90,2024-09-21,2
v_26400,m_1,c_48,2024-09-21,3
v_26401,m_4,c_4,2024-09-21,3
v_26402,m_21,c_13,2024-09-21,1
v_26403,m_6,c_33,2024-09-21,0
v_26404,m_19,c_74,2024-09-21,2
v_26405,m_8,c_85,2024-09-22,4
v_26406,m_20,c_62,2024-09-22,1
v_26407,m_7,c_45,2024-09-23,0
v_26408,m_4,c_85,2024-09-23,4
v_26409,m_10,c_73,2024-09-23,1
v_26410,m_21,c_16,2024-09-23,4
v_26411,m_13,c_69,2024-09-23,3
v_26412,m_20,c_71,2024-09-23,0
v_26413,m_12,c_48,2024-09-23,5
v_26414,m_18,c_40,2024-09-24,1
v_26415,m_14,c_52,2024-09-24,3
v_26416,m_10,c_17,2024-09-24,0
v_26417,m_20,c_37,2024-09-24,0
v_26418,m_14,c_41,2024-09-24,1
v_26419,m_16,c_74,2024-09-24,2
v_26420,m_15,c_48,2024-09-24,0
v_26421,m_13,c_59,2024-09-24,2
v_26422,m_8,c_82,2024-09-24,4
v_26423,m_10,c_84,2024-09-24,2
v_26424,m_15,c_68,2024-09-24,5
v_26425,m_12,c_37,2024-09-24,0
v_26426,m_9,c_64,2024-09-24,3
v_26427,m_8,c_69,2024-09-24,4
v_26428,m_16,c_25,2024-09-24,1
v_26429,m_13,c_63,2024-09-24,1
v_26430,m_10,c_100,2024-09-24,5
v_26431,m_5,c_3,2024-09-25,0
v_26432,m_7,c_27,2024-09-25,2
v_26433,m_19,c_35,2024-09-25,4
v_26434,m_1,c_66,2024-09-25,3
v_26435,m_1,c_7,2024-09-25,2
v_26436,m_11,c_26,2024-09-25,2
v_26437,m_17,c_29,2024-09-25,1
v_26438,m_22,c_84,2024-09-25,4
v_26439,m_9,c_26,2024-09-25,1
v_26440,m_19,c_21,2024-09-25,2
v_26441,m_6,c_75,2024-09-25,1
v_26442,m_10,c_48,2024-09-25,5
v_26443,m_10,c_50,2024-09-25,1
v_26444,m_2,c_73,2024-09-25,3
v_26445,m_8,c_53,2024-09-26,5
v_26446,m_10,c_6,2024-09-26,3
v_26447,m_18,c_89,2024-09-26,4
v_26448,m_11,c_58,2024-09-26,2
v_26449,m_11,c_40,2024-09-26,0
v_26450,m_17,c_23,2024-09-26,3
v_26451,m_15,c_26,2024-09-26,3
v_26452,m_22,c_30,2024-09-26,0
v_26453,m_13,c_35,2024-09-26,4
v_26454,m_17,c_9,2024-09-26,2
v_26455,m_12,c_44,2024-09-26,3
v_26456,m_2,c_9,2024-09-26,5
v_26457,m_20,c_82,2024-09-26,5
v_26458,m_8,c_95,2024-09-26,5
v_26459,m_17,c_67,2024-09-26,1
v_26460,m_22,c_1,2024-09-26,4
v_26461,m_20,c_77,2024-09-26,0
v_26462,m_4,c_30,2024-09-26,4
v_26463,m_21,c_19,2024-09-27,5
v_26464,m_20,c_86,2024-09-27,4
v_26465,m_17,c_39,2024-09-27,4
v_26466,m_4,c_35,2024-09-27,0
v_26467,m_5,c_100,2024-09-27,3
v_26468,m_23,c_28,2024-09-27,4
v_26469,m_4,c_56,2024-09-27,4
v_26470,m_19,c_8,2024-09-27,1
v_26471,m_22,c_66,2024-09-27,3
v_26472,m_19,c_13,2024-09-27,5
v_26473,m_17,c_33,2024-09-27,2
v_26474,m_4,c_83,2024-09-27,2
v_26475,m_5,c_4,2024-09-27,2
v_26476,m_3,c_47,2024-09-27,4
v_26477,m_6,c_17,2024-09-27,1
v_26478,m_9,c_58,2024-09-27,1
v_26479,m_13,c_82,2024-09-27,5
v_26480,m_5,c_93,2024-09-28,4
v_26481,m_2,c_62,2024-09-28,1
v_26482,m_20,c_43,2024-09-28,4
v_26483,m_23,c_5,2024-09-28,1
v_26484,m_7,c_78,2024-09-28,0
v_26485,m_3,c_15,2024-09-28,0
v_26486,m_20,c_16,2024-09-28,5
v_26487,m_23,c_62,2024-09-28,5
v_26488,m_6,c_73,2024-09-28,5
v_26489,m_1,c_16,2024-09-28,3
v_26490,m_22,c_23,2024-09-28,0
v_26491,m_17,c_88,2024-09-28,4
v_26492,m_21,c_94,2024-09-29,0
v_26493,m_6,c_14,2024-09-29,1
v_26494,m_13,c_38,2024-09-29,1
v_26495,m_5,c_93,2024-09-29,3
v_26496,m_19,c_93,2024-09-29,3
v_26497,m_2,c_68,2024-09-29,5
v_26498,m_3,c_79,2024-09-29,3
v_26499,m_5,c_65,2024-09-29,1
v_26500,m_23,c_44,2024-09-29,3
v_26501,m_18,c_54,2024-09-29,4
v_26502,m_21,c_99,2024-09-29,5
v_26503,m_15,c_7,2024-09-29,2
v_26504,m_14,c_84,2024-09-29,2
v_26505,m_13,c_94,2024-09-29,2
v_26506,m_23,c_4,2024-09-29,0
v_26507,m_18,c_82,2024-09-29,0
v_26508,m_16,c_46,2024-09-29,2
v_26509,m_10,c_39,2024-09-30,1
v_26510,m_3,c_57,2024-09-30,1
v_26511,m_12,c_83,2024-09-30,4
v_26512,m_7,c_20,2024-09-30,4
v_26513,m_13,c_13,2024-09-30,4
v_26514,m_19,c_17,2024-09-30,5
v_26515,m_19,c_13,2024-09-30,3
v_26516,m_18,c_28,2024-09-30,0
v_26517,m_22,c_53,2024-09-30,3
v_26518,m_5,c_51,2024-09-30,4
v_26519,m_2,c_71,2024-09-30,0
v_26520,m_20,c_92,2024-09-30,1
v_26521,m_12,c_51,2024-09-30,2
v_26522,m_2,c_87,2024-09-30,4
v_26523,m_11,c_99,2024-09-30,2
v_26524,m_8,c_47,2024-09-30,4
v_26525,m_17,c_49,2024-09-30,4
v_26526,m_5,c_36,2024-09-30,5
v_26527,m_15,c_73,2024-09-30,3
v_26528,m_22,c_63,2024-10-01,4
v_26529,m_14,c_95,2024-10-01,3
v_26530,m_22,c_67,2024-10-01,3
v_26531,m_14,c_10,2024-10-01,5
v_26532,m_3,c_19,2024-10-01,1
v_26533,m_22,c_17,2024-10-01,4
v_26534,m_21,c_54,2024-10-01,3
v_26535,m_4,c_2,2024-10-01,0
v_26536,m_15,c_79,2024-10-01,0
v_26537,m_7,c_100,2024-10-02,2
v_26538,m_13,c_61,2024-10-02,5
v_26539,m_5,c_67,2024-10-02,4
v_26540,m_19,c_25,2024-10-02,0
v_26541,m_14,c_25,2024-10-02,0
v_26542,m_10,c_83,2024-10-02,2
v_26543,m_17,c_56,2024-10-02,1
v_26544,m_11,c_23,2024-10-02,2
v_26545,m_3,c_72,2024-10-02,2
v_26546,m_1,c_92,2024-10-02,0
v_26547,m_3,c_46,2024-10-02,0
v_26548,m_10,c_28,2024-10-02,1
v_26549,m_6,c_23,2024-10-02,2
v_26550,m_19,c_24,2024-10-02,2
v_26551,m_18,c_4,2024-10-02,0
v_26552,m_21,c_15,2024-10-02,4
v_26553,m_17,c_43,2024-10-02,4
v_26554,m_22,c_33,2024-10-02,3
v_26555,m_13,c_40,2024-10-02,2
v_26556,m_13,c_36,2024-10-03,2
v_26557,m_20,c_54,2024-10-03,4
v_26558,m_20,c_56,2024-10-03,2
v_26559,m_9,c_49,2024-10-03,5
v_26560,m_20,c_27,2024-10-03,5
v_26561,m_18,c_5,2024-10-03,2
v_26562,m_20,c_35,2024-10-03,4
v_26563,m_12,c_5,2024-10-03,3
v_26564,m_6,c_58,2024-10-03,0
v_26565,m_4,c_21,2024-10-03,2
v_26566,m_6,c_89,2024-10-03,2
v_26567,m_3,c_13,2024-10-03,4
v_26568,m_7,c_8,2024-10-03,1
v_26569,m_17,c_85,2024-10-03,2
v_26570,m_23,c_30,2024-10-03,5
v_26571,m_21,c_67,2024-10-03,4
v_26572,m_13,c_44,2024-10-03,4
v_26573,m_10,c_26,2024-10-03,1
v_26574,m_14,c_76,2024-10-03,0
v_26575,m_9,c_69,2024-10-03,1
v_26576,m_10,c_30,2024-10-03,1
v_26577,m_21,c_38,2024-10-04,4
v_26578,m_9,c_32,2024-10-05,5
v_26579,m_7,c_48,2024-10-05,3
v_26580,m_21,c_99,2024-10-05,1
v_26581,m_8,c_85,2024-10-05,4
v_26582,m_8,c_75,2024-10-05,0
v_26583,m_21,c_62,2024-10-05,5
v_26584,m_5,c_26,2024-10-05,4
v_26585,m_14,c_80,2024-10-05,1
v_26586,m_15,c_36,2024-10-05,0
v_26587,m_13,c_57,2024-10-05,5
v_26588,m_20,c_51,2024-10-05,0
v_26589,m_15,c_21,2024-10-05,1
v_26590,m_12,c_18,2024-10-05,5
v_26591,m_12,c_14,2024-10-06,1
v_26592,m_11,c_44,2024-10-06,3
v_26593,m_8,c_94,2024-10-06,2
v_26594,m_3,c_90,2024-10-06,5
v_26595,m_17,c_40,2024-10-06,3
v_26596,m_8,c_10,2024-10-06,1
v_26597,m_19,c_7,2024-10-06,5
v_26598,m_8,c_2,2024-10-06,5
v_26599,m_18,c_74,2024-10-07,1
v_26600,m_16,c_18,2024-10-07,0
v_26601,m_20,c_74,2024-10-07,3
v_26602,m_23,c_32,2024-10-07,4
v_26603,m_3,c_91,2024-10-07,4
v_26604,m_22,c_43,2024-10-07,1
v_26605,m_1,c_95,2024-10-07,1
v_26606,m_3,c_41,2024-10-07,0
v_26607,m_19,c_3,2024-10-08,2
v_26608,m_3,c_52,2024-10-08,1
v_26609,m_2,c_45,2024-10-08,1
v_26610,m_6,c_15,2024-10-08,3
v_26611,m_16,c_64,2024-10-08,1
v_26612,m_11,c_17,2024-10-08,1
v_26613,m_8,c_66,2024-10-08,0
v_26614,m_21,c_84,2024-10-09,0
v_26615,m_2,c_53,2024-10-09,0
v_26616,m_13,c_86,2024-10-09,5
v_26617,m_20,c_12,2024-10-09,2
v_26618,m_8,c_69,2024-10-09,2
v_26619,m_20,c_57,2024-10-09,1
v_26620,m_20,c_29,2024-10-09,1
v_26621,m_21,c_95,2024-10-09,5
v_26622,m_22,c_90,2024-10-09,0
v_26623,m_18,c_63,2024-10-09,3
v_26624,m_4,c_46,2024-10-09,3
v_26625,m_15,c_93,2024-10-09,4
v_26626,m_6,c_50,2024-10-09,2
v_26627,m_14,c_25,2024-10-09,1
v_26628,m_12,c_73,2024-10-09,1
v_26629,m_22,c_7,2024-10-09,4
v_26630,m_13,c_56,2024-10-09,2
v_26631,m_23,c_52,2024-10-09,1
v_26632,m_19,c_68,2024-10-09,3
v_26633,m_1,c_81,2024-10-10,5
v_26634,m_13,c_82,2024-10-10,5
v_26635,m_23,c_65,2024-10-10,1
v_26636,m_10,c_71,2024-10-10,0
v_26637,m_9,c_7,2024-10-10,0
v_26638,m_2,c_98,2024-10-10,2
v_26639,m_10,c_19,2024-10-10,5
v_26640,m_21,c_34,2024-10-10,4
v_26641,m_1,c_66,2024-10-10,2
v_26642,m_22,c_11,2024-10-10,3
v_26643,m_8,c_90,2024-10-10,5
v_26644,m_14,c_60,2024-10-10,1
v_26645,m_7,c_32,2024-10-10,4
v_26646,m_3,c_57,2024-10-10,1
v_26647,m_17,c_69,2024-10-10,5
v_26648,m_4,c_31,2024-10-10,4
v_26649,m_2,c_70,2024-10-10,5
v_26650,m_8,c_73,2024-10-10,3
v_26651,m_10,c_4,2024-10-10,4
v_26652,m_2,c_25,2024-10-11,2
v_26653,m_13,c_62,2024-10-11,3
v_26654,m_7,c_44,2024-10-11,1
v_26655,m_16,c_79,2024-10-11,2
v_26656,m_1,c_39,2024-10-11,4
v_26657,m_18,c_25,2024-10-11,2
v_26658,m_21,c_94,2024-10-11,2
v_26659,m_21,c_24,2024-10-11,0
v_26660,m_1,c_36,2024-10-11,5
v_26661,m_12,c_2,2024-10-11,5
v_26662,m_15,c_49,2024-10-11,2
v_26663,m_1,c_8,2024-10-11,0
v_26664,m_16,c_43,2024-10-11,5
v_26665,m_19,c_58,2024-10-11,4
v_26666,m_11,c_38,2024-10-11,2
v_26667,m_2,c_87,2024-10-11,5
v_26668,m_9,c_42,2024-10-11,4
v_26669,m_1,c_95,2024-10-11,2
v_26670,m_12,c_74,2024-10-11,5
v_26671,m_16,c_46,2024-10-11,5
v_26672,m_10,c_24,2024-10-12,1
v_26673,m_2,c_56,2024-10-12,4
v_26674,m_10,c_94,2024-10-12,1
v_26675,m_18,c_64,2024-10-12,2
v_26676,m_17,c_13,2024-10-12,3
v_26677,m_5,c_89,2024-10-12,4
v_26678,m_16,c_8,2024-10-12,1
v_26679,m_19,c_31,2024-10-12,5
v_26680,m_19,c_23,2024-10-12,0
v_26681,m_22,c_62,2024-10-12,3
v_26682,m_11,c_95,2024-10-12,2
v_26683,m_10,c_74,2024-10-12,0
v_26684,m_22,c_99,2024-10-12,2
v_26685,m_1,c_27,2024-10-12,2
v_26686,m_1,c_93,2024-10-12,0
v_26687,m_6,c_74,2024-10-12,5
v_26688,m_17,c_40,2024-10-12,4
v_26689,m_6,c_92,2024-10-12,4
v_26690,m_9,c_47,2024-10-12,0
v_26691,m_13,c_14,2024-10-12,2
v_26692,m_23,c_57,2024-10-12,4
v_26693,m_21,c_74,2024-10-12,1
v_26694,m_23,c_16,2024-10-12,2
v_26695,m_9,c_49,2024-10-12,2
v_26696,m_3,c_88,2024-10-12,1
v_26697,m_12,c_35,2024-10-13,4
v_26698,m_17,c_90,2024-10-13,1
v_26699,m_12,c_25,2024-10-13,4
v_26700,m_19,c_69,2024-10-13,2
v_26701,m_14,c_26,2024-10-13,5
v_26702,m_8,c_24,2024-10-13,3
v_26703,m_13,c_88,2024-10-13,5
v_26704,m_5,c_86,2024-10-13,4
v_26705,m_7,c_21,2024-10-13,2
v_26706,m_1,c_72,2024-10-13,3
v_26707,m_7,c_53,2024-10-13,4
v_26708,m_10,c_19,2024-10-13,0
v_26709,m_16,c_33,2024-10-13,0
v_26710,m_16,c_63,2024-10-13,5
v_26711,m_2,c_29,2024-10-13,4
v_26712,m_15,c_80,2024-10-13,1
v_26713,m_18,c_21,2024-10-13,4
v_26714,m_13,c_10,2024-10-14,2
v_26715,m_23,c_95,2024-10-14,2
v_26716,m_5,c_32,2024-10-14,5
v_26717,m_9,c_48,2024-10-14,4
v_26718,m_3,c_36,2024-10-14,2
v_26719,m_12,c_3,2024-10-14,3
v_26720,m_13,c_59,2024-10-14,4
v_26721,m_6,c_51,2024-10-14,2
v_26722,m_14,c_99,2024-10-14,3
v_26723,m_13,c_67,2024-10-14,4
v_26724,m_20,c_2,2024-10-14,1
v_26725,m_13,c_46,2024-10-14,2
v_26726,m_5,c_41,2024-10-14,1
v_26727,m_22,c_18,2024-10-14,5
v_26728,m_17,c_78,2024-10-14,1
v_26729,m_21,c_13,2024-10-14,3
v_26730,m_7,c_12,2024-10-14,3
v_26731,m_22,c_85,2024-10-14,1
v_26732,m_1,c_65,2024-10-14,2
v_26733,m_8,c_15,2024-10-14,0
v_26734,m_10,c_32,2024-10-14,5
v_26735,m_9,c_14,2024-10-14,5
v_26736,m_14,c_25,2024-10-14,3
v_26737,m_9,c_10,2024-10-14,2
v_26738,m_6,c_21,2024-10-14,3
v_26739,m_2,c_76,2024-10-14,4
v_26740,m_10,c_6,2024-10-14,4
v_26741,m_5,c_29,2024-10-14,1
v_26742,m_12,c_82,2024-10-14,0
v_26743,m_9,c_69,2024-10-14,4
v_26744,m_17,c_95,2024-10-15,5
v_26745,m_11,c_36,2024-10-15,5
v_26746,m_19,c_26,2024-10-15,3
v_26747,m_2,c_65,2024-10-15,0
v_26748,m_7,c_97,2024-10-15,1
v_26749,m_18,c_11,2024-10-15,1
v_26750,m_2,c_14,2024-10-15,2
v_26751,m_8,c_46,2024-10-15,1
v_26752,m_7,c_15,2024-10-15,5
v_26753,m_1,c_53,2024-10-15,3
v_26754,m_4,c_40,2024-10-15,1
v_26755,m_11,c_5,2024-10-15,2
v_26756,m_4,c_58,2024-10-15,1
v_26757,m_20,c_54,2024-10-15,3
v_26758,m_12,c_85,2024-10-15,1
v_26759,m_2,c_48,2024-10-15,0
v_26760,m_3,c_53,2024-10-15,2
v_26761,m_6,c_94,2024-10-15,1
v_26762,m_3,c_48,2024-10-15,5
v_26763,m_7,c_15,2024-10-15,3
v_26764,m_9,c_19,2024-10-15,1
v_26765,m_7,c_22,2024-10-15,1
v_26766,m_21,c_5,2024-10-15,0
v_26767,m_11,c_55,2024-10-15,4
v_26768,m_8,c_65,2024-10-15,5
v_26769,m_23,c_65,2024-10-15,2
v_26770,m_8,c_77,2024-10-15,5
v_26771,m_16,c_89,2024-10-15,5
v_26772,m_7,c_6,2024-10-15,3
v_26773,m_21,c_47,2024-10-15,4
v_26774,m_2,c_66,2024-10-16,2
v_26775,m_12,c_43,2024-10-16,5
v_26776,m_4,c_80,2024-10-16,1
v_26777,m_10,c_25,2024-10-16,4
v_26778,m_16,c_37,2024-10-16,3
v_26779,m_15,c_8,2024-10-16,0
v_26780,m_5,c_98,2024-10-16,4
v_26781,m_5,c_86,2024-10-16,4
v_26782,m_6,c_98,2024-10-16,5
v_26783,m_19,c_40,2024-10-16,2
v_26784,m_9,c_70,2024-10-16,4
v_26785,m_16,c_6,2024-10-16,5
v_26786,m_9,c_67,2024-10-16,2
v_26787,m_18,c_75,2024-10-16,2
v_26788,m_14,c_20,2024-10-16,5
v_26789,m_10,c_40,2024-10-16,5
v_26790,m_7,c_92,2024-10-16,0
v_26791,m_21,c_36,2024-10-16,0
v_26792,m_13,c_50,2024-10-17,5
v_26793,m_21,c_36,2024-10-17,5
v_26794,m_7,c_46,2024-10-17,3
v_26795,m_20,c_21,2024-10-17,5
v_26796,m_19,c_61,2024-10-17,0
v_26797,m_1,c_26,2024-10-17,2
v_26798,m_1,c_29,2024-10-17,2
v_26799,m_15,c_100,2024-10-17,4
v_26800,m_21,c_62,2024-10-17,2
v_26801,m_16,c_79,2024-10-18,4
v_26802,m_5,c_19,2024-10-18,1
v_26803,m_11,c_63,2024-10-18,3
v_26804,m_21,c_93,2024-10-18,2
v_26805,m_21,c_16,2024-10-18,5
v_26806,m_20,c_27,2024-10-18,4
v_26807,m_4,c_78,2024-10-18,2
v_26808,m_13,c_16,2024-10-18,5
v_26809,m_10,c_41,2024-10-18,2
v_26810,m_10,c_92,2024-10-18,1
v_26811,m_1,c_67,2024-10-18,3
v_26812,m_5,c_4,2024-10-18,1
v_26813,m_18,c_46,2024-10-18,3
v_26814,m_13,c_68,2024-10-18,2
v_26815,m_1,c_49,2024-10-18,3
v_26816,m_3,c_8,2024-10-18,3
v_26817,m_17,c_2,2024-10-18,4
v_26818,m_19,c_93,2024-10-18,0
v_26819,m_11,c_61,2024-10-18,2
v_26820,m_6,c_87,2024-10-18,0
v_26821,m_3,c_9,2024-10-18,5
v_26822,m_8,c_50,2024-10-18,5
v_26823,m_21,c_9,2024-10-19,1
v_26824,m_11,c_33,2024-10-19,5
v_26825,m_16,c_46,2024-10-20,1
v_26826,m_13,c_49,2024-10-20,4
v_26827,m_4,c_11,2024-10-20,0
v_26828,m_7,c_70,2024-10-20,4
v_26829,m_15,c_57,2024-10-20,2
v_26830,m_21,c_49,2024-10-20,0
v_26831,m_3,c_35,2024-10-20,0
v_26832,m_9,c_35,2024-10-20,5
v_26833,m_4,c_98,2024-10-20,4
v_26834,m_2,c_57,2024-10-20,4
v_26835,m_5,c_89,2024-10-20,3
v_26836,m_6,c_41,2024-10-20,0
v_26837,m_19,c_94,2024-10-20,0
v_26838,m_12,c_34,2024-10-20,3
v_26839,m_13,c_91,2024-10-20,5
v_26840,m_8,c_55,2024-10-20,2
v_26841,m_5,c_41,2024-10-21,4
v_26842,m_12,c_23,2024-10-21,1
v_26843,m_3,c_34,2024-10-21,1
v_26844,m_13,c_100,2024-10-21,4
v_26845,m_4,c_34,2024-10-21,1
v_26846,m_11,c_31,2024-10-21,4
v_26847,m_7,c_94,2024-10-21,0
v_26848,m_5,c_38,2024-10-21,2
v_26849,m_6,c_83,2024-10-21,2
v_26850,m_8,c_41,2024-10-21,4
v_26851,m_14,c_100,2024-10-21,1
v_26852,m_4,c_19,2024-10-21,2
v_26853,m_16,c_63,2024-10-21,4
v_26854,m_2,c_40,2024-10-21,5
v_26855,m_21,c_97,2024-10-21,5
v_26856,m_14,c_82,2024-10-22,3
v_26857,m_1,c_74,2024-10-22,3
v_26858,m_15,c_29,2024-10-22,1
v_26859,m_9,c_61,2024-10-22,2
v_26860,m_16,c_18,2024-10-22,2
v_26861,m_18,c_82,2024-10-22,5
v_26862,m_13,c_59,2024-10-22,1
v_26863,m_9,c_77,2024-10-22,0
v_26864,m_15,c_87,2024-10-22,2
v_26865,m_21,c_6,2024-10-22,0
v_26866,m_9,c_91,2024-10-22,0
v_26867,m_12,c_93,2024-10-22,4
v_26868,m_3,c_8,2024-10-22,3
v_26869,m_17,c_5,2024-10-22,0
v_26870,m_5,c_35,2024-10-22,5
v_26871,m_13,c_68,2024-10-22,5
v_26872,m_20,c_16,2024-10-22,3
v_26873,m_5,c_60,2024-10-22,4
