nbtot,nomcategorie,nommagasin,annee
265,plateforme de développement,Magasin Rome,2021
312,plateforme de développement,Magasin Rome,2022
249,plateforme de développement,Magasin Rome,2023
277,plateforme de développement,Magasin Rome,2024
1363,plateforme de développement,Magasin Rome,
300,plateforme de développement,Magasin San José,2020
339,plateforme de développement,Magasin San José,2021
284,plateforme de développement,Magasin San José,2022
276,plateforme de développement,Magasin San José,2023
284,plateforme de développement,Magasin San José,2024
1483,plateforme de développement,Magasin San José,
255,plateforme de développement,Magasin Tokyo,2020
270,plateforme de développement,Magasin Tokyo,2021
291,plateforme de développement,Magasin Tokyo,2022
338,plateforme de développement,Magasin Tokyo,2023
273,plateforme de développement,Magasin Tokyo,2024
1427,plateforme de développement,Magasin Tokyo,
286,plateforme de développement,Magasin Washington,2020
327,plateforme de développement,Magasin Washington,2021
341,plateforme de développement,Magasin Washington,2022
296,plateforme de développement,Magasin Washington,2023
350,plateforme de développement,Magasin Washington,2024
1600,plateforme de développement,Magasin Washington,
32685,plateforme de développement,,
51,prototype,Magasin Alger,2020
53,prototype,Magasin Alger,2021
47,prototype,Magasin Alger,2022
48,prototype,Magasin Alger,2023
35,prototype,Magasin Alger,2024
234,prototype,Magasin Alger,
51,prototype,Magasin Amsterdam,2020
43,prototype,Magasin Amsterdam,2021
46,prototype,Magasin Amsterdam,2022
43,prototype,Magasin Amsterdam,2023
41,prototype,Magasin Amsterdam,2024
224,prototype,Magasin Amsterdam,
53,prototype,Magasin Ankara,2020
45,prototype,Magasin Ankara,2021
45,prototype,Magasin Ankara,2022
44,prototype,Magasin Ankara,2023
55,prototype,Magasin Ankara,2024
242,prototype,Magasin Ankara,
69,prototype,Magasin Bogota,2020
45,prototype,Magasin Bogota,2021
59,prototype,Magasin Bogota,2022
39,prototype,Magasin Bogota,2023
64,prototype,Magasin Bogota,2024
276,prototype,Magasin Bogota,
57,prototype,Magasin Brasilia,2020
51,prototype,Magasin Brasilia,2021
62,prototype,Magasin Brasilia,2022
42,prototype,Magasin Brasilia,2023
50,prototype,Magasin Brasilia,2024
262,prototype,Magasin Brasilia,
45,prototype,Magasin Copenhague,2020
38,prototype,Magasin Copenhague,2021
47,prototype,Magasin Copenhague,2022
36,prototype,Magasin Copenhague,2023
40,prototype,Magasin Copenhague,2024
206,prototype,Magasin Copenhague,
42,prototype,Magasin Dublin,2020
53,prototype,Magasin Dublin,2021
53,prototype,Magasin Dublin,2022
39,prototype,Magasin Dublin,2023
40,prototype,Magasin Dublin,2024
227,prototype,Magasin Dublin,
42,prototype,Magasin Jakarta,2020
42,prototype,Magasin Jakarta,2021
67,prototype,Magasin Jakarta,2022
48,prototype,Magasin Jakarta,2023
48,prototype,Magasin Jakarta,2024
247,prototype,Magasin Jakarta,
47,prototype,Magasin johannesbourg,2020
46,prototype,Magasin johannesbourg,2021
42,prototype,Magasin johannesbourg,2022
45,prototype,Magasin johannesbourg,2023
52,prototype,Magasin johannesbourg,2024
232,prototype,Magasin johannesbourg,
43,prototype,Magasin Lisbonne,2020
66,prototype,Magasin Lisbonne,2021
44,prototype,Magasin Lisbonne,2022
40,prototype,Magasin Lisbonne,2023
46,prototype,Magasin Lisbonne,2024
239,prototype,Magasin Lisbonne,
41,prototype,Magasin Londres,2020
47,prototype,Magasin Londres,2021
59,prototype,Magasin Londres,2022
55,prototype,Magasin Londres,2023
46,prototype,Magasin Londres,2024
248,prototype,Magasin Londres,
55,prototype,Magasin Madrid,2020
46,prototype,Magasin Madrid,2021
44,prototype,Magasin Madrid,2022
42,prototype,Magasin Madrid,2023
47,prototype,Magasin Madrid,2024
234,prototype,Magasin Madrid,
60,prototype,Magasin Melbourne,2020
51,prototype,Magasin Melbourne,2021
53,prototype,Magasin Melbourne,2022
47,prototype,Magasin Melbourne,2023
51,prototype,Magasin Melbourne,2024
262,prototype,Magasin Melbourne,
47,prototype,Magasin Mexico,2020
49,prototype,Magasin Mexico,2021
39,prototype,Magasin Mexico,2022
53,prototype,Magasin Mexico,2023
60,prototype,Magasin Mexico,2024
248,prototype,Magasin Mexico,
41,prototype,Magasin New Delhi,2020
51,prototype,Magasin New Delhi,2021
57,prototype,Magasin New Delhi,2022
49,prototype,Magasin New Delhi,2023
44,prototype,Magasin New Delhi,2024
242,prototype,Magasin New Delhi,
32,prototype,Magasin Nigeria,2020
52,prototype,Magasin Nigeria,2021
46,prototype,Magasin Nigeria,2022
42,prototype,Magasin Nigeria,2023
47,prototype,Magasin Nigeria,2024
219,prototype,Magasin Nigeria,
52,prototype,Magasin Ottawa,2020
46,prototype,Magasin Ottawa,2021
44,prototype,Magasin Ottawa,2022
64,prototype,Magasin Ottawa,2023
54,prototype,Magasin Ottawa,2024
260,prototype,Magasin Ottawa,
63,prototype,Magasin Pékin,2020
47,prototype,Magasin Pékin,2021
51,prototype,Magasin Pékin,2022
40,prototype,Magasin Pékin,2023
50,prototype,Magasin Pékin,2024
251,prototype,Magasin Pékin,
45,prototype,Magasin Paris,2020
40,prototype,Magasin Paris,2021
55,prototype,Magasin Paris,2022
40,prototype,Magasin Paris,2023
58,prototype,Magasin Paris,2024
238,prototype,Magasin Paris,
48,prototype,Magasin Rome,2020
54,prototype,Magasin Rome,2021
47,prototype,Magasin Rome,2022
39,prototype,Magasin Rome,2023
46,prototype,Magasin Rome,2024
234,prototype,Magasin Rome,
42,prototype,Magasin San José,2020
42,prototype,Magasin San José,2021
44,prototype,Magasin San José,2022
39,prototype,Magasin San José,2023
50,prototype,Magasin San José,2024
217,prototype,Magasin San José,
31,prototype,Magasin Tokyo,2020
52,prototype,Magasin Tokyo,2021
44,prototype,Magasin Tokyo,2022
45,prototype,Magasin Tokyo,2023
49,prototype,Magasin Tokyo,2024
221,prototype,Magasin Tokyo,
45,prototype,Magasin Washington,2020
68,prototype,Magasin Washington,2021
55,prototype,Magasin Washington,2022
48,prototype,Magasin Washington,2023
51,prototype,Magasin Washington,2024
267,prototype,Magasin Washington,
5530,prototype,,
154393,,,
